"","Estadillo","calidad","calidad_sd","conte_invasora","riquesa_total","riquesa_invasores","provincia"
"981",981,2.4253112033195,0.825542350955672,"No",19,0,49
"982",982,2.45138888888889,0.958838871070801,"No",17,0,50
"983",983,2.31777108433735,0.654431812561352,"No",23,0,50
"984",984,2.51192368839428,0.902191751209634,"No",19,0,49
"985",985,2.48017621145374,0.995565445934699,"No",22,0,50
"986",986,2.30284552845528,0.713381003911427,"No",20,0,50
"987",987,2.37169517884914,0.79930348598175,"No",27,0,49
"988",988,2.23373983739837,0.612363985811141,"No",18,0,50
"989",989,2.5614406779661,1.03260869771084,"No",20,0,50
"990",990,2.28034682080925,0.70156421169754,"No",14,0,49
"991",991,2.41505376344086,0.778059344835612,"No",20,0,48
"992",992,2.65112262521589,1.05023211332422,"No",22,0,50
"993",993,2.31931166347992,0.642783327810556,"No",25,0,50
"994",994,2.32283464566929,0.780753590989292,"No",20,0,50
"995",995,2.5750452079566,0.990110175275672,"No",24,0,49
"996",996,2.45471014492754,0.786533382359951,"No",23,0,50
"997",997,2.30769230769231,0.744245454024934,"No",23,0,50
"998",998,2.31272727272727,0.644736160000806,"No",21,0,50
"999",999,2.41421568627451,0.815991203250881,"No",19,0,50
"1000",1000,2.39372325249643,0.80474697204506,"No",26,0,49
"1001",1001,2.43720930232558,0.800530663229383,"No",22,0,50
"1002",1002,2.4384133611691,0.778816280958724,"No",19,0,50
"1003",1003,2.60283687943262,0.926265119193938,"No",22,0,50
"1004",1004,2.51692307692308,1.01628788108874,"No",24,0,49
"1005",1005,2.564681724846,1.04400357683838,"No",17,0,50
"1006",1006,2.486328125,0.983130007821877,"No",25,0,49
"1007",1007,2.41481481481481,0.885967162771421,"No",21,0,50
"1008",1008,2.49436392914654,0.944619972871846,"No",23,0,49
"1009",1009,2.46247464503043,0.928933934103491,"No",20,0,50
"1010",1010,2.49904030710173,0.855131029268829,"No",21,0,50
"1011",1011,2.47368421052632,0.903899050128368,"No",27,0,50
"1012",1012,2.37760910815939,0.76503409237918,"No",18,0,50
"1013",1013,2.33196721311475,0.747646974796804,"No",23,0,50
"1014",1014,2.39344262295082,0.845711455616274,"No",24,0,50
"1015",1015,2.32537313432836,0.791461021248729,"No",24,0,48
"1016",1016,2.23835125448029,0.624599380621778,"No",20,0,49
"1017",1017,2.46026986506747,0.986163396898209,"No",22,0,50
"1018",1018,2.52116788321168,1.03938737698456,"Yes",25,21,50
"1019",1019,2.58135860979463,1.09085672955864,"Yes",24,2,50
"1020",1020,2.5048231511254,1.04603040027704,"Yes",32,32,50
"1021",1021,2.39279869067103,0.791065181703253,"No",22,0,50
"1022",1022,2.43623188405797,0.936049664135371,"No",18,0,50
"1023",1023,2.28392857142857,0.765835048988446,"No",26,0,50
"1024",1024,2.51621271076524,1.07301453078083,"No",18,0,50
"1025",1025,2.29346092503987,0.671181293498466,"No",21,0,49
"1026",1026,2.28213689482471,0.67605839822984,"No",18,0,50
"1027",1027,2.21342281879195,0.704312533545095,"No",25,0,50
"1028",1028,2.44671532846715,0.948456047227284,"No",26,0,50
"1029",1029,2.55597014925373,1.17156409194597,"No",26,0,50
"1030",1030,2.28190476190476,0.749399371759352,"No",24,0,50
"1031",1031,2.47166666666667,0.957806283659306,"No",19,0,50
"1032",1032,2.38109305760709,0.943427898626786,"No",27,0,50
"1033",1033,2.465,0.954092319217231,"No",23,0,49
"1034",1034,2.49429657794677,1.02862172206894,"No",25,0,49
"1035",1035,2.42857142857143,0.899553392388421,"No",23,0,50
"1036",1036,2.36526946107784,0.811161134456332,"No",34,0,50
"1037",1037,2.3045045045045,0.787468111484028,"No",20,0,50
"1038",1038,2.19331395348837,0.538596542950909,"No",29,0,50
"1039",1039,2.37581699346405,0.880375321226499,"No",20,0,50
"1040",1040,2.30508474576271,0.789195187347844,"No",23,0,50
"1041",1041,2.44460431654676,0.889918937300994,"No",25,0,49
"1042",1042,2.28888888888889,0.631476952564608,"No",21,0,50
"1043",1043,2.33008130081301,0.79901557503273,"No",34,0,50
"1044",1044,2.40333333333333,0.857446351654433,"No",25,0,50
"1045",1045,2.30724070450098,0.773029702132532,"No",19,0,50
"1046",1046,2.36301369863014,0.768731670452309,"No",20,0,50
"1047",1047,2.35321100917431,0.84241345194232,"No",24,0,50
"1048",1048,2.3036303630363,0.839255881744956,"No",17,0,50
"1049",1049,2.25399361022364,0.56937160585957,"No",19,0,46
"1050",1050,2.35714285714286,0.753979217668199,"No",22,0,48
"1051",1051,2.33059210526316,0.703663029239465,"No",23,0,50
"1052",1052,2.24015009380863,0.577232162921216,"No",24,0,50
"1053",1053,2.27397260273973,0.692112607943353,"No",27,0,50
"1054",1054,2.34697217675941,0.753616307260439,"No",25,0,50
"1055",1055,2.31825037707391,0.735226263997013,"No",27,0,48
"1056",1056,2.37172011661808,0.799827874058087,"No",22,0,50
"1057",1057,2.43426294820717,0.77037290046453,"No",21,0,48
"1058",1058,2.41255605381166,0.848117129522942,"No",21,0,50
"1059",1059,2.33518518518519,0.810793927641962,"No",18,0,48
"1060",1060,2.35015772870662,0.695579570392518,"No",24,0,50
"1061",1061,2.27906976744186,0.728319439660929,"No",28,0,48
"1062",1062,2.32883642495784,0.761041357522816,"Yes",26,1,48
"1063",1063,2.40755467196819,0.836721086019638,"No",31,0,50
"1064",1064,2.21441124780316,0.572002024902869,"No",23,0,50
"1065",1065,2.50611620795107,1.07418228821402,"No",29,0,48
"1066",1066,2.39059967585089,0.836335426129908,"No",20,0,50
"1067",1067,2.33228840125392,0.860392064015761,"No",27,0,50
"1068",1068,2.46006944444444,0.933512857993208,"No",22,0,50
"1069",1069,2.22322775263952,0.658390297162566,"No",26,0,50
"1070",1070,2.36760925449871,0.773983997488153,"No",22,0,44
"1071",1071,2.41578947368421,0.709535721287909,"No",25,0,50
"1072",1072,2.34363636363636,0.731857341340636,"No",25,0,50
"1073",1073,2.33901515151515,0.786890076300282,"No",20,0,50
"1074",1074,2.27444794952681,0.750193294504164,"No",21,0,50
"1075",1075,2.2964824120603,0.688499259240982,"No",23,0,48
"1076",1076,2.28707224334601,0.711339569644756,"No",26,0,50
"1077",1077,2.2792937399679,0.693797612711718,"No",25,0,50
"1078",1078,2.34204793028322,0.772477547257167,"No",33,0,50
"1079",1079,2.38815789473684,0.898832060079924,"No",16,0,50
"1080",1080,2.29557522123894,0.662628199897815,"No",25,0,50
"1081",1081,2.30621301775148,0.590810999829197,"No",18,0,50
"1082",1082,2.41988130563798,0.790145086555314,"Yes",19,5,50
"1083",1083,2.30156657963446,0.627619342716752,"No",24,0,50
"1084",1084,2.41547861507128,0.752197274554936,"No",23,0,50
"1085",1085,2.2810650887574,0.687020009559369,"No",27,0,50
"1086",1086,2.42524916943522,0.792158126184103,"No",22,0,50
"1087",1087,2.43471074380165,0.779147813446813,"No",20,0,50
"1088",1088,2.36106489184692,0.775294480040991,"No",28,0,50
"1089",1089,2.35511982570806,0.813525762857672,"No",23,0,50
"1090",1090,2.36042402826855,0.724383776240211,"No",22,0,50
"1091",1091,2.48,0.919703027360781,"No",19,0,48
"1092",1092,2.51515151515152,0.859943117015401,"No",18,0,50
"1093",1093,2.41154562383613,0.770307673958987,"No",24,0,50
"1094",1094,2.46413502109705,0.928626592060172,"No",23,0,50
"1095",1095,2.3301775147929,0.750103052456289,"No",27,0,50
"1096",1096,2.3952380952381,0.853856596797505,"No",27,0,50
"1097",1097,2.24642857142857,0.702656417746583,"No",22,0,50
"1098",1098,2.42446043165468,0.904271483321597,"No",20,0,48
"1099",1099,2.23874755381605,0.633807044359163,"No",20,0,48
"1100",1100,2.55594405594406,0.996675551261791,"No",24,0,50
"1101",1101,2.29827586206897,0.645695560026907,"No",21,0,50
"1102",1102,2.38853503184713,0.765272415277207,"No",28,0,50
"1103",1103,2.26699029126214,0.707618419846855,"No",23,0,50
"1104",1104,2.33394495412844,0.716432668869312,"No",24,0,48
"1105",1105,2.3203125,0.778212048334007,"No",21,0,50
"1106",1106,2.26809210526316,0.598324110404038,"No",28,0,48
"1107",1107,2.3743119266055,0.903058901990403,"No",21,0,50
"1108",1108,2.27631578947368,0.76026534224188,"No",24,0,50
"1109",1109,2.33697632058288,0.643126743777888,"No",24,0,50
"1110",1110,2.33187772925764,0.699412984802519,"No",23,0,50
"1111",1111,2.27305605786618,0.714458007891457,"No",23,0,50
"1112",1112,2.33124018838305,0.714966155960209,"No",22,0,48
"1113",1113,2.29394387001477,0.742322807605235,"No",24,0,50
"1114",1114,2.30285714285714,0.734698507887297,"No",21,0,48
"1115",1115,2.36926605504587,0.667036963489418,"No",21,0,50
"1116",1116,2.3348623853211,0.716962643932236,"No",20,0,50
"1117",1117,2.26041666666667,0.678793687039897,"No",28,0,50
"1118",1118,2.42654028436019,0.866787064523847,"No",25,0,50
"1119",1119,2.3870458135861,0.811481860306597,"No",23,0,50
"1120",1120,2.34973637961336,0.775281026350161,"No",23,0,50
"1121",1121,2.38957055214724,0.834222947352999,"No",24,0,50
"1122",1122,2.25057471264368,0.621591825119128,"No",20,0,50
"1123",1123,2.3257698541329,0.713415348821363,"No",16,0,50
"1124",1124,2.22627737226277,0.640038498040971,"No",19,0,50
"1125",1125,2.344,0.694715235558451,"No",20,0,50
"1126",1126,2.33333333333333,0.760161719448,"No",20,0,50
"1127",1127,2.37846153846154,0.837210922479359,"No",25,0,50
"1128",1128,2.29273504273504,0.81329332759694,"No",20,0,50
"1129",1129,2.48538011695906,0.892832079848735,"No",23,0,48
"1130",1130,2.22539229671897,0.612241802276568,"No",21,0,48
"1131",1131,2.37349397590361,0.766301793664405,"No",25,0,48
"1132",1132,2.30911901081917,0.637060050141528,"No",23,0,48
"1133",1133,2.33235724743777,0.726089942999463,"No",22,0,50
"1134",1134,2.49348534201954,0.807261034260722,"No",25,0,50
"1135",1135,2.41666666666667,0.791841636414498,"No",22,0,50
"1136",1136,2.43681747269891,0.926764455346788,"No",23,0,50
"1137",1137,2.39686684073107,0.744396590044119,"No",20,0,50
"1138",1138,2.34615384615385,0.771983683717702,"No",19,0,50
"1139",1139,2.29588607594937,0.773644004460596,"No",22,0,50
"1140",1140,2.36724137931034,0.673681897595856,"No",24,0,50
"1141",1141,2.33964817320704,0.826187499245335,"No",23,0,50
"1142",1142,2.31851851851852,0.654957992414105,"No",23,0,50
"1143",1143,2.28790459965928,0.713526217624968,"No",24,0,50
"1144",1144,2.38738738738739,0.991350140039628,"No",19,0,48
"1145",1145,2.2365988909427,0.634961856479547,"No",20,0,48
"1146",1146,2.33682373472949,0.747949433611574,"No",25,0,50
"1147",1147,2.31462925851703,0.713612910737422,"No",17,0,50
"1148",1148,2.35962877030162,0.736518429336117,"No",22,0,50
"1149",1149,2.43538767395626,0.82978672847194,"No",20,0,48
"1150",1150,2.28544776119403,0.770151693441536,"No",18,0,48
"1151",1151,2.24561403508772,0.571274318875774,"No",21,0,50
"1152",1152,2.29716193656094,0.702486238444761,"No",26,0,50
"1153",1153,2.39139344262295,0.795577938081909,"No",26,0,50
"1154",1154,2.27707808564232,0.580667959543809,"No",21,0,50
"1155",1155,2.2648401826484,0.73996496115448,"No",25,0,48
"1156",1156,2.26181818181818,0.610022815749045,"No",21,0,50
"1157",1157,2.48860398860399,0.918512125578254,"No",24,0,50
"1158",1158,2.4405705229794,0.654073189695872,"No",24,0,50
"1159",1159,2.2807881773399,0.726891144028655,"No",18,0,50
"1160",1160,2.46044303797468,0.830300840930007,"No",24,0,50
"1161",1161,2.29752066115702,0.648548346821087,"No",24,0,50
"1162",1162,2.48861283643892,0.776586010124565,"No",23,0,48
"1163",1163,2.40637450199203,0.764871979417115,"No",26,0,50
"1164",1164,2.38333333333333,0.680567808336517,"No",20,0,50
"1165",1165,2.48833592534992,0.815219825331733,"No",27,0,48
"1166",1166,2.42676767676768,0.698780606315523,"No",22,0,50
"1167",1167,2.37396694214876,0.813081431994351,"No",21,0,50
"1168",1168,2.46218487394958,0.846440631463172,"No",22,0,50
"1169",1169,2.28730158730159,0.75336912867175,"No",20,0,48
"1170",1170,2.28691983122363,0.683509942385264,"No",20,0,50
"1171",1171,2.48270676691729,0.791569974054487,"No",26,0,48
"1172",1172,2.43939393939394,0.733166889795841,"No",21,0,48
"1173",1173,2.33918128654971,0.796700294746477,"No",24,0,48
"1174",1174,2.41864406779661,0.829828991377617,"No",24,0,48
"1175",1175,2.41534988713318,0.695127874507567,"No",30,0,48
"1176",1176,2.26166328600406,0.586510689444165,"No",27,0,50
"1177",1177,2.46341463414634,0.777892291809299,"No",20,0,48
"1178",1178,2.4297520661157,0.844013259454865,"No",21,0,50
"1179",1179,2.42992874109264,0.797589967849922,"No",18,0,50
"1180",1180,2.39010989010989,0.754079539043965,"No",25,0,50
"1181",1181,2.29938900203666,0.783750554731583,"No",19,0,50
"1182",1182,2.4847250509165,0.818953336342105,"No",24,0,48
"1183",1183,2.38245614035088,0.845358007378445,"No",25,0,50
"1184",1184,2.51585623678647,0.853868413412713,"No",24,0,44
"1185",1185,2.63023679417122,1.12042913215275,"No",33,0,50
"1186",1186,2.38255033557047,0.720587535281627,"No",25,0,48
"1187",1187,2.31603053435115,0.79137328804011,"No",26,0,48
"1188",1188,2.42150537634409,0.852714916580038,"No",20,0,50
"1189",1189,2.48467432950192,0.786617182873336,"No",27,0,50
"1190",1190,2.34954954954955,0.806323594449774,"No",20,0,50
"1191",1191,2.29007633587786,0.596209179844708,"No",23,0,48
"1192",1192,2.3030303030303,0.809709688857938,"No",20,0,50
"1193",1193,2.28387096774194,0.647490234678832,"No",18,0,50
"1194",1194,2.40417457305503,0.74877696976797,"No",23,0,50
"1195",1195,2.29090909090909,0.721078105830244,"No",29,0,50
"1196",1196,2.22697368421053,0.586332009194878,"No",23,0,50
"1197",1197,2.24361948955916,0.687800595758866,"No",25,0,48
"1198",1198,2.22660098522167,0.662343655881046,"No",21,0,48
"1199",1199,2.34455445544554,0.715541093892281,"No",23,0,50
"1200",1200,2.39177489177489,0.809499918723753,"No",17,0,50
"1201",1201,2.28,0.649957606140246,"No",19,0,50
"1202",1202,2.33910034602076,0.633463605079265,"No",30,0,50
"1203",1203,2.48214285714286,0.966173342458264,"No",25,0,50
"1204",1204,2.42688679245283,0.914466722566185,"No",15,0,50
"1205",1205,2.3875,0.799051875550711,"No",20,0,50
"1206",1206,2.37833037300178,0.755072562031948,"No",21,0,50
"1207",1207,2.2810650887574,0.693458998372538,"Yes",21,24,48
"1208",1208,2.3652561247216,0.787879720733428,"No",18,0,50
"1209",1209,2.42162162162162,0.829662778413888,"No",27,0,50
"1210",1210,2.30204081632653,0.711141194082879,"No",21,0,48
"1211",1211,2.55480984340045,0.828861609014681,"No",20,0,50
"1212",1212,2.43090909090909,0.958971201786203,"No",21,0,48
"1213",1213,2.46624803767661,0.94380163677308,"No",30,0,50
"1214",1214,2.49350649350649,0.762415541946043,"No",21,0,50
"1215",1215,2.29515418502203,0.572453260586747,"No",20,0,50
"1216",1216,2.32648401826484,0.823444772765207,"No",21,0,50
"1217",1217,2.49740034662045,0.933785326306255,"No",22,0,50
"1218",1218,2.24832214765101,0.655155890822697,"No",15,0,45
"1219",1219,2.56148867313916,0.903947251100765,"No",33,0,46
"1220",1220,2.3068017366136,0.756573158850241,"No",23,0,50
"1221",1221,2.71554252199413,1.19643084563217,"No",24,0,48
"1222",1222,2.35697399527187,0.676443386929206,"No",20,0,50
"1223",1223,2.26691042047532,0.664416181263056,"No",22,0,48
"1224",1224,2.42746615087041,0.755509454711334,"No",29,0,50
"1225",1225,2.55157894736842,0.897119529958324,"No",20,0,50
"1226",1226,2.49239543726236,0.841166516269774,"No",18,0,48
"1227",1227,2.45052631578947,0.704996286941553,"No",21,0,50
"1228",1228,2.39748953974895,0.74743024109221,"No",25,0,50
"1229",1229,2.35081967213115,0.700603294053521,"No",22,0,48
"1230",1230,2.6401384083045,0.864421735891911,"No",22,0,50
"1231",1231,2.5650623885918,0.814900544782262,"No",22,0,50
"1232",1232,2.49603174603175,0.850671660127492,"No",21,0,50
"1233",1233,2.68044077134986,1.03118653091355,"No",22,0,50
"1234",1234,2.48584905660377,0.777817602671161,"No",26,0,48
"1235",1235,2.26732673267327,0.587564922491253,"No",24,0,50
"1236",1236,2.36054421768708,0.737836777666701,"No",20,0,50
"1237",1237,2.38185654008439,0.76923394287326,"No",20,0,50
"1238",1238,2.28395061728395,0.629996226242716,"No",15,0,48
"1239",1239,2.40255591054313,0.755307524700376,"No",22,0,50
"1240",1240,2.36755646817248,0.76336836433328,"No",24,0,48
"1241",1241,2.44088176352705,0.745812960423617,"No",23,0,50
"1242",1242,2.3433734939759,0.695317961414079,"No",20,0,50
"1243",1243,2.20488721804511,0.63877721763717,"No",18,0,48
"1244",1244,2.38721136767318,0.765803745715831,"No",22,0,48
"1245",1245,2.35044247787611,0.744498009490753,"No",20,0,48
"1246",1246,2.4331983805668,0.872495600642999,"No",24,0,50
"1247",1247,2.43478260869565,0.773251008302666,"No",29,0,50
"1248",1248,2.39469026548673,0.925394367529172,"No",24,0,50
"1249",1249,2.37239583333333,0.80751592767894,"No",24,0,48
"1250",1250,2.35680751173709,0.763529356446238,"No",18,0,50
"1251",1251,2.34674329501916,0.75150452242141,"No",17,0,50
"1252",1252,2.52834008097166,1.01220066205095,"No",26,0,50
"1253",1253,2.44018404907975,0.939545252222614,"No",21,0,50
"1254",1254,2.32532051282051,0.763282528382463,"No",18,0,50
"1255",1255,2.34210526315789,0.829921651403034,"No",17,0,50
"1256",1256,2.38378378378378,0.900515349899395,"No",18,0,50
"1257",1257,2.32321041214751,0.750132812284108,"No",23,0,50
"1258",1258,2.44517543859649,0.771226204990172,"No",23,0,50
"1259",1259,2.3202479338843,0.810594406863745,"No",23,0,50
"1260",1260,2.46958174904943,0.89550550553708,"No",21,0,48
"1261",1261,2.31205673758865,0.603539021305761,"No",18,0,48
"1262",1262,2.32549019607843,0.623647656699863,"No",18,0,50
"1263",1263,2.39425051334702,0.848993475035603,"No",17,0,45
"1264",1264,2.36589698046181,0.769324265616926,"No",28,0,50
"1265",1265,2.30859375,0.850051440253071,"No",23,0,46
"1266",1266,2.38264299802761,0.696926139726781,"No",23,0,50
"1267",1267,2.51067961165049,0.967055845360826,"No",21,0,50
"1268",1268,2.28541226215645,0.695733585238619,"No",22,0,50
"1269",1269,2.49543378995434,1.02317635682333,"No",30,0,50
"1270",1270,2.32386363636364,0.788459596586515,"No",25,0,50
"1271",1271,2.25,0.60834432333588,"No",24,0,50
"1272",1272,2.41188118811881,0.797228225164279,"No",22,0,48
"1273",1273,2.34396355353075,0.7039703180634,"No",18,0,50
"1274",1274,2.32783018867925,0.640315384343461,"No",19,0,50
"1275",1275,2.41048824593128,0.932329139039908,"No",25,0,50
"1276",1276,2.45904761904762,0.951464844742849,"No",18,0,50
"1277",1277,2.4037558685446,0.838140786447394,"No",20,0,50
"1278",1278,2.39080459770115,0.987902887994485,"No",16,0,44
"1279",1279,2.38268792710706,0.898639799444777,"No",23,0,50
"1280",1280,2.45588235294118,0.923626388767061,"No",24,0,50
"1281",1281,2.65326633165829,1.15655857439017,"No",27,0,44
"1282",1282,2.40598290598291,0.629168323384469,"No",21,0,46
"1283",1283,2.45167286245353,0.920735167386061,"No",20,0,50
"1284",1284,2.33496732026144,0.665162691722054,"No",29,0,46
"1285",1285,2.48081841432225,0.777250476255583,"No",20,0,46
"1286",1286,2.35238095238095,0.623658137859949,"No",20,0,46
"1287",1287,2.55407969639469,1.03568343065888,"No",22,0,50
"1288",1288,2.51123595505618,1.04673207917634,"No",21,0,50
"1289",1289,2.33251231527094,0.831643972730413,"No",21,0,44
"1290",1290,2.42538975501114,0.855328044828302,"No",24,0,50
"1291",1291,2.33739837398374,0.849094245965049,"No",19,0,50
"1292",1292,2.46327683615819,0.955652398226473,"No",16,0,46
"1293",1293,2.42922374429224,0.945914598151612,"No",17,0,46
"1294",1294,2.21899736147757,0.664327680582999,"No",21,0,45
"1295",1295,2.53899082568807,1.05300572087311,"No",28,0,50
"1296",1296,2.3150406504065,0.681690571303474,"No",26,0,50
"1297",1297,2.5249406175772,0.972219017451265,"No",26,0,46
"1298",1298,2.41079812206573,0.956845710887353,"No",15,0,46
"1299",1299,2.51357466063348,1.08422888367306,"No",24,0,50
"1300",1300,2.37619047619048,0.846954257882254,"No",29,0,50
"1301",1301,2.46102449888641,1.15492726341249,"No",19,0,50
"1302",1302,2.28600823045267,0.690502366004558,"No",20,0,50
"1303",1303,2.29292929292929,0.789199565687618,"No",20,0,50
"1304",1304,2.36645962732919,0.774913851055791,"No",22,0,44
"1305",1305,2.22675736961451,0.566737599693008,"No",16,0,50
"1306",1306,2.55431754874652,0.850058834308634,"No",16,0,46
"1307",1307,2.42024539877301,0.840194813248411,"No",17,0,46
"1308",1308,2.48018648018648,0.905695355676192,"No",19,0,50
"1309",1309,2.32533333333333,0.567170793894939,"No",17,0,50
"1310",1310,2.29953917050691,0.805666863104772,"No",26,0,50
"1311",1311,2.37078651685393,0.710533355826687,"No",19,0,50
"1312",1312,2.41434262948207,0.83644095197178,"No",19,0,50
"1313",1313,2.38636363636364,0.811135106566544,"No",28,0,50
"1314",1314,2.440097799511,0.905839438560183,"No",25,0,50
"1315",1315,2.28840970350404,0.848114222491331,"No",19,0,46
"1316",1316,2.31850117096019,0.732677642337191,"No",21,0,50
"1317",1317,2.37555555555556,0.838297021091214,"No",24,0,50
"1318",1318,2.33795013850416,0.724127987272533,"No",15,0,46
"1319",1319,2.37151702786378,0.783006541654901,"No",22,0,50
"1320",1320,2.48086124401914,0.857114239777373,"No",18,0,50
"1321",1321,2.42896935933148,0.794426673319817,"No",27,0,50
"1322",1322,2.39015151515152,0.767233918502772,"No",23,0,46
"1323",1323,2.4,0.827340303992031,"No",22,0,50
"1324",1324,2.20689655172414,0.61040390260635,"No",13,0,50
"1325",1325,2.29206349206349,0.767845357328679,"No",22,0,50
"1326",1326,2.24848484848485,0.566609503588642,"No",17,0,50
"1327",1327,2.2875,0.589265492337105,"No",15,0,45
"1328",1328,2.42566191446029,0.962603463697301,"No",19,0,44
"1329",1329,2.37451737451737,0.672470323462133,"No",21,0,45
"1330",1330,2.33248730964467,0.599924003746404,"No",16,0,50
"1331",1331,2.41015625,0.877939220533561,"No",25,0,50
"1332",1332,2.35380116959064,0.835765858552028,"No",23,0,50
"1333",1333,2.37406015037594,0.821740871811333,"No",21,0,50
"1334",1334,2.22253521126761,0.632052790270613,"No",18,0,50
"1335",1335,2.25327510917031,0.596525474622518,"No",15,0,50
"1336",1336,2.29834254143646,0.748514529271183,"No",21,0,50
"1337",1337,2.26162790697674,0.723637296583099,"No",15,0,50
"1338",1338,2.44398340248963,0.926607780527408,"No",21,0,50
"1339",1339,2.38861386138614,0.778092762339365,"No",23,0,50
"1340",1340,2.27727272727273,0.622605165385905,"No",21,0,50
"1341",1341,2.25575447570332,0.532108896772821,"No",13,0,50
"1342",1342,2.33061224489796,0.735376614731477,"No",21,0,50
"1343",1343,2.29185520361991,0.766874681530436,"No",19,0,46
"1344",1344,2.31120331950207,0.809660361116424,"No",22,0,50
"1345",1345,2.44752475247525,0.743836320775178,"No",19,0,50
"1346",1346,2.24898785425101,0.621413839639567,"No",16,0,50
"1347",1347,2.39713774597496,0.742749204397837,"No",20,0,50
"1348",1348,2.14155251141552,0.45689165776884,"No",25,0,45
"1349",1349,2.33106575963719,0.68034817138154,"No",20,0,46
"1350",1350,2.26480263157895,0.735504372905478,"No",21,0,46
"1351",1351,2.4047619047619,0.720492606565885,"No",25,0,50
"1352",1352,2.1892523364486,0.551069984860969,"No",20,0,50
"1353",1353,2.30528846153846,0.776504936616268,"No",20,0,50
"1354",1354,2.3030303030303,0.643474649528589,"No",25,0,50
"1355",1355,2.34456928838951,0.669069038939488,"No",20,0,50
"1356",1356,2.27865612648221,0.752171096722395,"No",17,0,50
"1357",1357,2.28978622327791,0.670192013637199,"No",15,0,50
"1358",1358,2.25666666666667,0.64718755240051,"No",18,0,50
"1359",1359,2.27207637231504,0.720485106308027,"No",18,0,50
"1360",1360,2.33169533169533,0.827812611498809,"No",18,0,46
"1361",1361,2.17811704834606,0.592322923284595,"No",20,0,50
"1362",1362,2.21369863013699,0.562889686383202,"No",21,0,50
"1363",1363,2.29608938547486,0.640847052243208,"No",18,0,50
"1364",1364,2.36923076923077,0.826287849132405,"No",20,0,50
"1365",1365,2.27188940092166,0.722321524646906,"No",20,0,50
"1366",1366,2.37068965517241,0.950020528342983,"No",17,0,50
"1367",1367,2.58840579710145,1.09379011313606,"No",23,0,50
"1368",1368,2.34104046242775,0.769390068502454,"No",17,0,50
"1369",1369,2.24205378973105,0.608430709672122,"No",24,0,45
"1370",1370,2.38852459016393,0.879356078909927,"No",25,0,50
"1371",1371,2.21907216494845,0.472441746759417,"No",25,0,50
"1372",1372,2.34094151212553,0.738255645425657,"No",25,0,50
"1373",1373,2.40181818181818,0.90756603358403,"No",22,0,46
"1374",1374,2.25626740947075,0.681813631232006,"No",25,0,50
"1375",1375,2.16428571428571,0.511594180501846,"No",22,0,50
"1376",1376,2.34472049689441,0.74201045589009,"No",20,0,50
"1377",1377,2.28761904761905,0.684575875566389,"No",21,0,46
"1378",1378,2.36496350364964,0.704091655709949,"No",18,0,50
"1379",1379,2.35140997830803,0.814370366968168,"No",23,0,50
"1380",1380,2.27973568281938,0.702366809637398,"No",23,0,50
"1381",1381,2.30294117647059,0.67792207856964,"No",20,0,50
"1382",1382,2.61111111111111,1.15335957806347,"No",31,0,46
"1383",1383,2.28919860627178,0.605904847475125,"No",17,0,50
"1384",1384,2.43992606284658,1.03931743719805,"No",18,0,50
"1385",1385,2.24189526184539,0.631538121575011,"No",19,0,50
"1386",1386,2.36507936507937,0.835144297510798,"No",23,0,46
"1387",1387,2.35307517084282,0.827982844162157,"No",22,0,45
"1388",1388,2.36216216216216,0.669648353034337,"No",20,0,50
"1389",1389,2.30690537084399,0.618458288912782,"No",19,0,50
"1390",1390,2.43058823529412,0.752671896214965,"No",16,0,50
"1391",1391,2.36346153846154,0.78067429136115,"No",20,0,50
"1392",1392,2.30652173913043,0.789059773606389,"No",19,0,44
"1393",1393,2.28213166144201,0.620934957627982,"No",17,0,50
"1394",1394,2.51910828025478,1.00856610694183,"No",17,0,50
"1395",1395,2.35978835978836,0.85728085191983,"No",22,0,50
"1396",1396,2.27743271221532,0.757841464829985,"No",21,0,50
"1397",1397,2.31707317073171,0.671432681044774,"No",20,0,50
"1398",1398,2.18736842105263,0.588791601191438,"No",19,0,50
"1399",1399,2.25418994413408,0.598477796165938,"No",15,0,50
"1400",1400,2.28054298642534,0.772563347736541,"No",10,0,50
"1401",1401,2.24309392265193,0.578008173141013,"No",16,0,50
"1402",1402,2.48550724637681,1.13433433827445,"No",24,0,50
"1403",1403,2.32911392405063,0.769361245168386,"No",22,0,46
"1404",1404,2.18493150684932,0.566050486434461,"No",22,0,50
"1405",1405,2.25793650793651,0.70565488381094,"No",22,0,50
"1406",1406,2.30385487528345,0.746634032770373,"No",17,0,46
"1407",1407,2.46121593291405,1.01721783893444,"No",21,0,46
"1408",1408,2.34077079107505,0.744560910462675,"No",16,0,50
"1409",1409,2.31172069825436,0.764909982805501,"No",17,0,50
"1410",1410,2.26315789473684,0.581183978434374,"No",23,0,50
"1411",1411,2.50397877984085,1.03687853962337,"No",15,0,50
"1412",1412,2.24936386768448,0.518933219345327,"No",15,0,50
"1413",1413,2.2218045112782,0.450626405760985,"No",20,0,44
"1414",1414,2.17752808988764,0.575348075020593,"No",17,0,44
"1415",1415,2.32362459546926,0.648768915228778,"No",16,0,44
"1416",1416,2.30809399477807,0.78207153536605,"No",18,0,45
"1417",1417,2.29816513761468,0.79254940323927,"No",16,0,45
"1418",1418,2.31578947368421,0.670453865937464,"No",23,0,44
